Animal,Dam,Sire,Family_text,Family_Number,Treatment,Size,Score,Aragonite,Predicted_mortality
 D.COARL2.81.27,F10,M21,eighty one,81,DW,73.83,D,0.5,
 D.COARL2.81.28,F10,M21,eighty one,81,DW,77.91,A,0.5,
 D.COARL2.81.29,F10,M21,eighty one,81,DW,77.66,G,0.5,
 D.COARL2.81.30,F10,M21,eighty one,81,DW,69.09,E,0.5,
 D.COARL2.82.01,F10,M22,eighty two,82,DW,76.88,E,0.5,
 D.COARL2.82.02,F10,M22,eighty two,82,DW,74.79,E,0.5,
 D.COARL2.82.03,F10,M22,eighty two,82,DW,76.18,D,0.5,
 D.COARL2.82.04,F10,M22,eighty two,82,DW,76.06,C,0.5,
 D.COARL2.82.05,F10,M22,eighty two,82,DW,75.94,D,0.5,
 D.COARL2.82.06,F10,M22,eighty two,82,DW,76.95,E,0.5,
 D.COARL2.82.07,F10,M22,eighty two,82,DW,71,E,0.5,
 D.COARL2.82.08,F10,M22,eighty two,82,DW,78.95,E,0.5,
 D.COARL2.82.09,F10,M22,eighty two,82,DW,70.04,E,0.5,
 D.COARL2.82.10,F10,M22,eighty two,82,DW,74.79,C,0.5,
 D.COARL2.82.11,F10,M22,eighty two,82,DW,70.04,D,0.5,
 D.COARL2.82.12,F10,M22,eighty two,82,DW,71.6,B,0.5,
 D.COARL2.82.13,F10,M22,eighty two,82,DW,76.9,C,0.5,
 D.COARL2.82.14,F10,M22,eighty two,82,DW,69.61,F,0.5,
 D.COARL2.82.15,F10,M22,eighty two,82,DW,75.96,E,0.5,
 D.COARL2.82.16,F10,M22,eighty two,82,DW,75.13,E,0.5,
 D.COARL2.82.17,F10,M22,eighty two,82,DW,75.78,C,0.5,
 D.COARL2.82.18,F10,M22,eighty two,82,DW,75.33,E,0.5,
 D.COARL2.82.19,F10,M22,eighty two,82,DW,74.84,E,0.5,
 D.COARL2.82.20,F10,M22,eighty two,82,DW,77.37,A,0.5,
 D.COARL2.82.21,F10,M22,eighty two,82,DW,71.41,B,0.5,
 D.COARL2.82.22,F10,M22,eighty two,82,DW,67.75,E,0.5,
 D.COARL2.82.23,F10,M22,eighty two,82,DW,78.52,E,0.5,
 D.COARL2.82.24,F10,M22,eighty two,82,DW,72.98,E,0.5,
 D.COARL2.82.25,F10,M22,eighty two,82,DW,74.78,E,0.5,
 D.COARL2.82.26,F10,M22,eighty two,82,DW,76.17,G,0.5,
 D.COARL2.82.27,F10,M22,eighty two,82,DW,76.63,E,0.5,
 D.COARL2.82.28,F10,M22,eighty two,82,DW,75.84,A,0.5,
 D.COARL2.82.29,F10,M22,eighty two,82,DW,79.66,E,0.5,
 D.COARL2.82.30,F10,M22,eighty two,82,DW,76.9,A,0.5,
 D.COARL2.83.01,F11,M20,eighty three,83,DW,76.63,A,0.5,
 D.COARL2.83.02,F11,M20,eighty three,83,DW,74.42,A,0.5,
 D.COARL2.83.03,F11,M20,eighty three,83,DW,78.58,G,0.5,
 D.COARL2.83.04,F11,M20,eighty three,83,DW,73.04,B,0.5,
 D.COARL2.83.05,F11,M20,eighty three,83,DW,77.47,B,0.5,
 D.COARL2.83.06,F11,M20,eighty three,83,DW,76.17,B,0.5,
 D.COARL2.83.07,F11,M20,eighty three,83,DW,76.91,B,0.5,
 D.COARL2.83.08,F11,M20,eighty three,83,DW,71.69,B,0.5,
 D.COARL2.83.09,F11,M20,eighty three,83,DW,78.12,G,0.5,
 D.COARL2.83.10,F11,M20,eighty three,83,DW,65.54,B,0.5,
 D.COARL2.83.11,F11,M20,eighty three,83,DW,71.91,B,0.5,
 D.COARL2.83.12,F11,M20,eighty three,83,DW,73.99,G,0.5,
 D.COARL2.83.13,F11,M20,eighty three,83,DW,77.26,A,0.5,
 D.COARL2.83.14,F11,M20,eighty three,83,DW,77.25,B,0.5,
 D.COARL2.83.15,F11,M20,eighty three,83,DW,71.32,B,0.5,
 D.COARL2.83.16,F11,M20,eighty three,83,DW,76.11,B,0.5,
 D.COARL2.83.17,F11,M20,eighty three,83,DW,75.94,A,0.5,
 D.COARL2.83.18,F11,M20,eighty three,83,DW,76.13,G,0.5,
 D.COARL2.83.19,F11,M20,eighty three,83,DW,68.4,E,0.5,
 D.COARL2.83.20,F11,M20,eighty three,83,DW,71.6,E,0.5,
 D.COARL2.83.21,F11,M20,eighty three,83,DW,72.49,B,0.5,
 D.COARL2.83.22,F11,M20,eighty three,83,DW,72.3,A,0.5,
 D.COARL2.83.23,F11,M20,eighty three,83,DW,74.41,A,0.5,
 D.COARL2.83.24,F11,M20,eighty three,83,DW,71.29,A,0.5,
 D.COARL2.83.25,F11,M20,eighty three,83,DW,72.58,E,0.5,
 D.COARL2.83.26,F11,M20,eighty three,83,DW,75.93,G,0.5,
 D.COARL2.83.27,F11,M20,eighty three,83,DW,74.13,E,0.5,
 D.COARL2.83.28,F11,M20,eighty three,83,DW,71,B,0.5,
 D.COARL2.83.29,F11,M20,eighty three,83,DW,76.9,B,0.5,
 D.COARL2.83.30,F11,M20,eighty three,83,DW,76.56,B,0.5,
 D.COARL2.84.01,F11,M21,eighty four,84,DW,77.74,A,0.5,
 D.COARL2.84.02,F11,M21,eighty four,84,DW,71.54,A,0.5,
 D.COARL2.84.03,F11,M21,eighty four,84,DW,68.03,A,0.5,
 D.COARL2.84.04,F11,M21,eighty four,84,DW,76.94,A,0.5,
 D.COARL2.84.05,F11,M21,eighty four,84,DW,75.9,A,0.5,
 D.COARL2.84.06,F11,M21,eighty four,84,DW,79.15,G,0.5,
 D.COARL2.84.07,F11,M21,eighty four,84,DW,70.24,A,0.5,
 D.COARL2.84.08,F11,M21,eighty four,84,DW,74.82,B,0.5,
 D.COARL2.84.09,F11,M21,eighty four,84,DW,70.24,A,0.5,
 D.COARL2.84.10,F11,M21,eighty four,84,DW,75.61,A,0.5,
 D.COARL2.84.11,F11,M21,eighty four,84,DW,75.9,A,0.5,
 D.COARL2.84.12,F11,M21,eighty four,84,DW,69.91,A,0.5,
 D.COARL2.84.13,F11,M21,eighty four,84,DW,78.17,A,0.5,
 D.COARL2.84.14,F11,M21,eighty four,84,DW,72.98,B,0.5,
 D.COARL2.84.15,F11,M21,eighty four,84,DW,78.79,B,0.5,
 D.COARL2.84.16,F11,M21,eighty four,84,DW,73.6,C,0.5,
 D.COARL2.84.17,F11,M21,eighty four,84,DW,69.84,E,0.5,
 D.COARL2.84.18,F11,M21,eighty four,84,DW,76.68,A,0.5,
 D.COARL2.84.19,F11,M21,eighty four,84,DW,,A,0.5,
 D.COARL2.84.20,F11,M21,eighty four,84,DW,,A,0.5,
 D.COARL2.84.21,F11,M21,eighty four,84,DW,,C,0.5,
 D.COARL2.84.22,F11,M21,eighty four,84,DW,,B,0.5,
 D.COARL2.84.23,F11,M21,eighty four,84,DW,,C,0.5,
 D.COARL2.84.24,F11,M21,eighty four,84,DW,,E,0.5,
 D.COARL2.84.25,F11,M21,eighty four,84,DW,,A,0.5,
 D.COARL2.84.26,F11,M21,eighty four,84,DW,,B,0.5,
 D.COARL2.84.27,F11,M21,eighty four,84,DW,,G,0.5,
 D.COARL2.84.28,F11,M21,eighty four,84,DW,,A,0.5,
 D.COARL2.84.29,F11,M21,eighty four,84,DW,,G,0.5,
 D.COARL2.84.30,F11,M21,eighty four,84,DW,,C,0.5,
 D.COARL2.85.01,F11,M22,eighty five,85,DW,71.7,B,0.5,
 D.COARL2.85.02,F11,M22,eighty five,85,DW,80.55,A,0.5,
 D.COARL2.85.03,F11,M22,eighty five,85,DW,70.56,C,0.5,
 D.COARL2.85.04,F11,M22,eighty five,85,DW,73.85,A,0.5,
 D.COARL2.85.05,F11,M22,eighty five,85,DW,72.62,A,0.5,
 D.COARL2.85.06,F11,M22,eighty five,85,DW,73.93,G,0.5,
 D.COARL2.85.07,F11,M22,eighty five,85,DW,68.47,A,0.5,
 D.COARL2.85.08,F11,M22,eighty five,85,DW,75.05,A,0.5,
 D.COARL2.85.09,F11,M22,eighty five,85,DW,72.29,E,0.5,
 D.COARL2.85.10,F11,M22,eighty five,85,DW,77.37,A,0.5,
 D.COARL2.85.11,F11,M22,eighty five,85,DW,72.32,B,0.5,
 D.COARL2.85.12,F11,M22,eighty five,85,DW,75.53,A,0.5,
 D.COARL2.85.13,F11,M22,eighty five,85,DW,66.14,A,0.5,
 D.COARL2.85.14,F11,M22,eighty five,85,DW,70.57,A,0.5,
 D.COARL2.85.15,F11,M22,eighty five,85,DW,81.09,C,0.5,
 D.COARL2.85.16,F11,M22,eighty five,85,DW,79.07,A,0.5,
 D.COARL2.85.17,F11,M22,eighty five,85,DW,72.98,B,0.5,
 D.COARL2.85.18,F11,M22,eighty five,85,DW,75.07,A,0.5,
 D.COARL2.85.19,F11,M22,eighty five,85,DW,76.52,A,0.5,
 D.COARL2.85.20,F11,M22,eighty five,85,DW,72.11,B,0.5,
 D.COARL2.85.21,F11,M22,eighty five,85,DW,76.64,A,0.5,
 D.COARL2.85.22,F11,M22,eighty five,85,DW,68.19,C,0.5,
 D.COARL2.85.23,F11,M22,eighty five,85,DW,75.87,B,0.5,
 D.COARL2.85.24,F11,M22,eighty five,85,DW,75.02,B,0.5,
 D.COARL2.85.25,F11,M22,eighty five,85,DW,72.92,A,0.5,
 D.COARL2.85.26,F11,M22,eighty five,85,DW,76.13,A,0.5,
 D.COARL2.85.27,F11,M22,eighty five,85,DW,75.31,A,0.5,
 D.COARL2.85.28,F11,M22,eighty five,85,DW,77.23,A,0.5,
 D.COARL2.85.29,F11,M22,eighty five,85,DW,75.08,A,0.5,
 D.COARL2.85.30,F11,M22,eighty five,85,DW,73.5,E,0.5,
 D.COARL2.87.01,F12,M21,eighty seven,87,DW,74.51,A,0.5,
 D.COARL2.87.02,F12,M21,eighty seven,87,DW,73.53,A,0.5,
 D.COARL2.87.03,F12,M21,eighty seven,87,DW,69.96,A,0.5,
 D.COARL2.87.04,F12,M21,eighty seven,87,DW,73.39,G,0.5,
 D.COARL2.87.05,F12,M21,eighty seven,87,DW,77.07,E,0.5,
 D.COARL2.87.06,F12,M21,eighty seven,87,DW,70.66,A,0.5,
 D.COARL2.87.07,F12,M21,eighty seven,87,DW,70.04,A,0.5,
 D.COARL2.87.08,F12,M21,eighty seven,87,DW,75.45,A,0.5,
 D.COARL2.87.09,F12,M21,eighty seven,87,DW,75.9,E,0.5,
 D.COARL2.87.10,F12,M21,eighty seven,87,DW,67.59,A,0.5,
 D.COARL2.87.11,F12,M21,eighty seven,87,DW,70.25,A,0.5,
 D.COARL2.87.12,F12,M21,eighty seven,87,DW,75.44,A,0.5,
 D.COARL2.87.13,F12,M21,eighty seven,87,DW,76.71,C,0.5,
 D.COARL2.87.14,F12,M21,eighty seven,87,DW,69.93,D,0.5,
 D.COARL2.87.15,F12,M21,eighty seven,87,DW,74.83,D,0.5,
 D.COARL2.87.16,F12,M21,eighty seven,87,DW,75.69,G,0.5,
 D.COARL2.87.17,F12,M21,eighty seven,87,DW,76.08,A,0.5,
 D.COARL2.87.18,F12,M21,eighty seven,87,DW,73.15,A,0.5,
 D.COARL2.87.19,F12,M21,eighty seven,87,DW,69.65,A,0.5,
 D.COARL2.87.20,F12,M21,eighty seven,87,DW,74.47,D,0.5,
 D.COARL2.87.21,F12,M21,eighty seven,87,DW,72.69,D,0.5,
 D.COARL2.87.22,F12,M21,eighty seven,87,DW,73.22,B,0.5,
 D.COARL2.87.23,F12,M21,eighty seven,87,DW,73.79,B,0.5,
 D.COARL2.87.24,F12,M21,eighty seven,87,DW,72.12,A,0.5,
 D.COARL2.87.25,F12,M21,eighty seven,87,DW,72.69,A,0.5,
 D.COARL2.87.26,F12,M21,eighty seven,87,DW,72.29,A,0.5,
 D.COARL2.87.27,F12,M21,eighty seven,87,DW,71.53,A,0.5,
 D.COARL2.87.28,F12,M21,eighty seven,87,DW,73.9,A,0.5,
 D.COARL2.87.29,F12,M21,eighty seven,87,DW,71.87,D,0.5,
 D.COARL2.87.30,F12,M21,eighty seven,87,DW,75.19,E,0.5,
 D.COARL2.88.01,F12,M22,eighty eight,88,DW,72.24,A,0.5,
 D.COARL2.88.02,F12,M22,eighty eight,88,DW,75.43,A,0.5,
 D.COARL2.88.03,F12,M22,eighty eight,88,DW,70.92,A,0.5,
 D.COARL2.88.04,F12,M22,eighty eight,88,DW,76.41,C,0.5,
 D.COARL2.88.05,F12,M22,eighty eight,88,DW,74.03,A,0.5,
 D.COARL2.88.06,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.07,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.08,F12,M22,eighty eight,88,DW,,E,0.5,
 D.COARL2.88.09,F12,M22,eighty eight,88,DW,,B,0.5,
 D.COARL2.88.10,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.11,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.12,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.13,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.14,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.15,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.16,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.17,F12,M22,eighty eight,88,DW,,C,0.5,
 D.COARL2.88.18,F12,M22,eighty eight,88,DW,,B,0.5,
 D.COARL2.88.19,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.20,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.21,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.22,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.23,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.24,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.25,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.26,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.27,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.28,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.29,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.88.30,F12,M22,eighty eight,88,DW,,A,0.5,
 D.COARL2.89.01,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.02,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.03,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.04,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.05,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.06,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.07,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.08,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.09,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.10,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.11,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.12,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.13,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.14,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.15,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.16,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.17,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.18,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.19,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.20,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.21,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.22,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.23,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.24,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.25,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.26,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.27,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.28,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.29,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.89.30,F12,M23,eighty nine,89,DW,,,0.5,
 D.COARL2.90.01,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.02,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.03,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.04,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.05,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.06,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.07,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.08,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.09,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.10,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.11,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.12,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.13,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.14,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.15,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.16,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.17,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.18,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.19,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.20,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.21,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.22,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.23,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.24,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.25,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.26,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.27,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.28,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.29,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.90.30,F12,M24,ninety,90,DW,,,0.5,
 D.COARL2.91.01,F1,M22,ninety one,91,DW,75.43,D,0.5,
 D.COARL2.91.02,F1,M22,ninety one,91,DW,72.8,B,0.5,
 D.COARL2.91.03,F1,M22,ninety one,91,DW,73.39,A,0.5,
 D.COARL2.91.04,F1,M22,ninety one,91,DW,73.23,E,0.5,
 D.COARL2.91.05,F1,M22,ninety one,91,DW,75.7,C,0.5,
 D.COARL2.91.06,F1,M22,ninety one,91,DW,71.53,B,0.5,
 D.COARL2.91.07,F1,M22,ninety one,91,DW,76.81,A,0.5,
 D.COARL2.91.08,F1,M22,ninety one,91,DW,74.54,A,0.5,
 D.COARL2.91.09,F1,M22,ninety one,91,DW,70.46,A,0.5,
 D.COARL2.91.10,F1,M22,ninety one,91,DW,72.36,A,0.5,
 D.COARL2.91.11,F1,M22,ninety one,91,DW,72.24,G,0.5,
 D.COARL2.91.12,F1,M22,ninety one,91,DW,71.52,E,0.5,
 D.COARL2.91.13,F1,M22,ninety one,91,DW,73.18,G,0.5,
 D.COARL2.91.14,F1,M22,ninety one,91,DW,73.28,A,0.5,
 D.COARL2.91.15,F1,M22,ninety one,91,DW,69.46,A,0.5,
 D.COARL2.91.16,F1,M22,ninety one,91,DW,76.54,B,0.5,
 D.COARL2.91.17,F1,M22,ninety one,91,DW,72.12,A,0.5,
 D.COARL2.91.18,F1,M22,ninety one,91,DW,74.13,E,0.5,
 D.COARL2.91.19,F1,M22,ninety one,91,DW,71.2,B,0.5,
 D.COARL2.91.20,F1,M22,ninety one,91,DW,68.98,A,0.5,
 D.COARL2.91.21,F1,M22,ninety one,91,DW,71.53,A,0.5,
 D.COARL2.91.22,F1,M22,ninety one,91,DW,77.03,A,0.5,
 D.COARL2.91.23,F1,M22,ninety one,91,DW,75.57,A,0.5,
 D.COARL2.91.24,F1,M22,ninety one,91,DW,72.17,G,0.5,
 D.COARL2.91.25,F1,M22,ninety one,91,DW,74.46,A,0.5,
 D.COARL2.91.26,F1,M22,ninety one,91,DW,77.87,A,0.5,
 D.COARL2.91.27,F1,M22,ninety one,91,DW,68.09,A,0.5,
 D.COARL2.91.28,F1,M22,ninety one,91,DW,71.33,G,0.5,
 D.COARL2.91.29,F1,M22,ninety one,91,DW,71.42,E,0.5,
 D.COARL2.91.30,F1,M22,ninety one,91,DW,68.46,G,0.5,
 D.COARL2.92.01,F1,M23,ninety two,92,DW,70.33,A,0.5,
 D.COARL2.92.02,F1,M23,ninety two,92,DW,74.03,D,0.5,
 D.COARL2.92.03,F1,M23,ninety two,92,DW,76.42,G,0.5,
 D.COARL2.92.04,F1,M23,ninety two,92,DW,75.94,A,0.5,
 D.COARL2.92.05,F1,M23,ninety two,92,DW,72.95,D,0.5,
 D.COARL2.92.06,F1,M23,ninety two,92,DW,77.4,A,0.5,
 D.COARL2.92.07,F1,M23,ninety two,92,DW,73.89,G,0.5,
 D.COARL2.92.08,F1,M23,ninety two,92,DW,73.64,E,0.5,
 D.COARL2.92.09,F1,M23,ninety two,92,DW,76.6,D,0.5,
 D.COARL2.92.10,F1,M23,ninety two,92,DW,74.35,G,0.5,
 D.COARL2.92.11,F1,M23,ninety two,92,DW,73.63,G,0.5,
 D.COARL2.92.12,F1,M23,ninety two,92,DW,71.58,E,0.5,
 D.COARL2.92.13,F1,M23,ninety two,92,DW,73.62,G,0.5,
 D.COARL2.92.14,F1,M23,ninety two,92,DW,73.36,G,0.5,
 D.COARL2.92.15,F1,M23,ninety two,92,DW,72.53,B,0.5,
 D.COARL2.92.16,F1,M23,ninety two,92,DW,69.46,G,0.5,
 D.COARL2.92.17,F1,M23,ninety two,92,DW,73.85,D,0.5,
 D.COARL2.92.18,F1,M23,ninety two,92,DW,74.63,G,0.5,
 D.COARL2.92.19,F1,M23,ninety two,92,DW,74.63,A,0.5,
 D.COARL2.92.20,F1,M23,ninety two,92,DW,73.15,G,0.5,
 D.COARL2.92.21,F1,M23,ninety two,92,DW,73.93,D,0.5,
 D.COARL2.92.22,F1,M23,ninety two,92,DW,73.45,G,0.5,
 D.COARL2.92.23,F1,M23,ninety two,92,DW,76.41,G,0.5,
 D.COARL2.92.24,F1,M23,ninety two,92,DW,76.28,G,0.5,
 D.COARL2.92.25,F1,M23,ninety two,92,DW,76.3,G,0.5,
 D.COARL2.92.26,F1,M23,ninety two,92,DW,78.48,G,0.5,
 D.COARL2.92.27,F1,M23,ninety two,92,DW,77.43,G,0.5,
 D.COARL2.92.28,F1,M23,ninety two,92,DW,75.56,G,0.5,
 D.COARL2.92.29,F1,M23,ninety two,92,DW,76.17,G,0.5,
 D.COARL2.92.30,F1,M23,ninety two,92,DW,66.57,G,0.5,
 D.COARL2.93.01,F1,M24,ninety three,93,DW,70,D,0.5,
 D.COARL2.93.02,F1,M24,ninety three,93,DW,71.7,E,0.5,
 D.COARL2.93.03,F1,M24,ninety three,93,DW,72.99,C,0.5,
 D.COARL2.93.04,F1,M24,ninety three,93,DW,71.28,C,0.5,
 D.COARL2.93.05,F1,M24,ninety three,93,DW,77.6,A,0.5,
 D.COARL2.93.06,F1,M24,ninety three,93,DW,72.9,E,0.5,
 D.COARL2.93.07,F1,M24,ninety three,93,DW,72.53,C,0.5,
 D.COARL2.93.08,F1,M24,ninety three,93,DW,67.05,F,0.5,
 D.COARL2.93.09,F1,M24,ninety three,93,DW,74.2,C,0.5,
 D.COARL2.93.10,F1,M24,ninety three,93,DW,69.36,E,0.5,
 D.COARL2.93.11,F1,M24,ninety three,93,DW,71.5,E,0.5,
 D.COARL2.93.12,F1,M24,ninety three,93,DW,76.6,F,0.5,
 D.COARL2.93.13,F1,M24,ninety three,93,DW,79.39,C,0.5,
 D.COARL2.93.14,F1,M24,ninety three,93,DW,73.99,C,0.5,
 D.COARL2.93.15,F1,M24,ninety three,93,DW,68.4,D,0.5,
 D.COARL2.93.16,F1,M24,ninety three,93,DW,70.17,C,0.5,
 D.COARL2.93.17,F1,M24,ninety three,93,DW,77.03,C,0.5,
 D.COARL2.93.18,F1,M24,ninety three,93,DW,69.82,E,0.5,
 D.COARL2.93.19,F1,M24,ninety three,93,DW,74.07,D,0.5,
 D.COARL2.93.20,F1,M24,ninety three,93,DW,68.82,E,0.5,
 D.COARL2.93.21,F1,M24,ninety three,93,DW,73.22,D,0.5,
 D.COARL2.93.22,F1,M24,ninety three,93,DW,73.28,E,0.5,
 D.COARL2.93.23,F1,M24,ninety three,93,DW,60.02,E,0.5,
 D.COARL2.93.24,F1,M24,ninety three,93,DW,74.42,F,0.5,
 D.COARL2.93.25,F1,M24,ninety three,93,DW,74.39,C,0.5,
 D.COARL2.93.26,F1,M24,ninety three,93,DW,74.84,D,0.5,
 D.COARL2.93.27,F1,M24,ninety three,93,DW,72.42,C,0.5,
 D.COARL2.93.28,F1,M24,ninety three,93,DW,72.2,D,0.5,
 D.COARL2.93.29,F1,M24,ninety three,93,DW,69.3,C,0.5,
 D.COARL2.93.30,F1,M24,ninety three,93,DW,73.4,E,0.5,
 D.COARL2.94.01,F2,M23,ninety four,94,DW,76.06,C,0.5,
 D.COARL2.94.02,F2,M23,ninety four,94,DW,76.94,B,0.5,
 D.COARL2.94.03,F2,M23,ninety four,94,DW,75.16,B,0.5,
 D.COARL2.94.04,F2,M23,ninety four,94,DW,78.54,A,0.5,
 D.COARL2.94.05,F2,M23,ninety four,94,DW,76.99,C,0.5,
 D.COARL2.94.06,F2,M23,ninety four,94,DW,73.43,C,0.5,
 D.COARL2.94.07,F2,M23,ninety four,94,DW,77.92,C,0.5,
 D.COARL2.94.08,F2,M23,ninety four,94,DW,75.99,C,0.5,
 D.COARL2.94.09,F2,M23,ninety four,94,DW,74.46,E,0.5,
 D.COARL2.94.10,F2,M23,ninety four,94,DW,75.69,C,0.5,
 D.COARL2.94.11,F2,M23,ninety four,94,DW,74.84,A,0.5,
 D.COARL2.94.12,F2,M23,ninety four,94,DW,79.72,E,0.5,
 D.COARL2.94.13,F2,M23,ninety four,94,DW,71.62,C,0.5,
 D.COARL2.94.14,F2,M23,ninety four,94,DW,73.9,C,0.5,
 D.COARL2.94.15,F2,M23,ninety four,94,DW,76.84,C,0.5,
 D.COARL2.94.16,F2,M23,ninety four,94,DW,78.24,C,0.5,
 D.COARL2.94.17,F2,M23,ninety four,94,DW,74.45,C,0.5,
 D.COARL2.94.18,F2,M23,ninety four,94,DW,74.45,C,0.5,
 D.COARL2.94.19,F2,M23,ninety four,94,DW,74.63,E,0.5,
 D.COARL2.94.20,F2,M23,ninety four,94,DW,80,C,0.5,
 D.COARL2.94.21,F2,M23,ninety four,94,DW,77.91,C,0.5,
 D.COARL2.94.22,F2,M23,ninety four,94,DW,75.13,E,0.5,
 D.COARL2.94.23,F2,M23,ninety four,94,DW,,E,0.5,
 D.COARL2.94.24,F2,M23,ninety four,94,DW,75.68,E,0.5,
 D.COARL2.94.25,F2,M23,ninety four,94,DW,72.42,A,0.5,
 D.COARL2.94.26,F2,M23,ninety four,94,DW,75.68,E,0.5,
 D.COARL2.94.27,F2,M23,ninety four,94,DW,78.44,E,0.5,
 D.COARL2.94.28,F2,M23,ninety four,94,DW,76.4,C,0.5,
 D.COARL2.94.29,F2,M23,ninety four,94,DW,76.88,E,0.5,
 D.COARL2.94.30,F2,M23,ninety four,94,DW,77.89,C,0.5,
 D.COARL2.95.01,F2,M24,ninety five,95,DW,67.14,A,0.5,
