Animal,Dam,Sire,Family_text,Family_Number,Treatment,Size,Score,Aragonite,Predicted_mortality
 S.COARL2.15.11,F6,M3, fifteen,15,SW,76.41,A,2,
 S.COARL2.15.12,F6,M3, fifteen,15,SW,71.42,E,2,
 S.COARL2.15.13,F6,M3, fifteen,15,SW,78.89,G,2,
 S.COARL2.15.14,F6,M3, fifteen,15,SW,75.04,A,2,
 S.COARL2.15.15,F6,M3, fifteen,15,SW,65.65,A,2,
 S.COARL2.15.16,F6,M3, fifteen,15,SW,76.54,A,2,
 S.COARL2.15.17,F6,M3, fifteen,15,SW,76.55,A,2,
 S.COARL2.15.18,F6,M3, fifteen,15,SW,72.33,A,2,
 S.COARL2.15.19,F6,M3, fifteen,15,SW,71.04,A,2,
 S.COARL2.15.20,F6,M3, fifteen,15,SW,78.59,A,2,
 S.COARL2.15.21,F6,M3, fifteen,15,SW,73.23,A,2,
 S.COARL2.15.22,F6,M3, fifteen,15,SW,73.14,B,2,
 S.COARL2.15.23,F6,M3, fifteen,15,SW,71.5,A,2,
 S.COARL2.15.24,F6,M3, fifteen,15,SW,80.31,C,2,
 S.COARL2.15.25,F6,M3, fifteen,15,SW,71.41,E,2,
 S.COARL2.15.26,F6,M3, fifteen,15,SW,65.46,D,2,
 S.COARL2.15.27,F6,M3, fifteen,15,SW,75.45,E,2,
 S.COARL2.15.28,F6,M3, fifteen,15,SW,74.55,E,2,
 S.COARL2.15.29,F6,M3, fifteen,15,SW,75.44,G,2,
 S.COARL2.15.30,F6,M3, fifteen,15,SW,79.15,E,2,
 S.COARL2.16.01,F6,M4, sixteen,16,SW,76.9,G,2,
 S.COARL2.16.02,F6,M4, sixteen,16,SW,74.3,G,2,
 S.COARL2.16.03,F6,M4, sixteen,16,SW,73.18,G,2,
 S.COARL2.16.04,F6,M4, sixteen,16,SW,79.36,G,2,
 S.COARL2.16.05,F6,M4, sixteen,16,SW,75.47,G,2,
 S.COARL2.16.06,F6,M4, sixteen,16,SW,77.6,G,2,
 S.COARL2.16.07,F6,M4, sixteen,16,SW,72.66,E,2,
 S.COARL2.16.08,F6,M4, sixteen,16,SW,77.68,G,2,
 S.COARL2.16.09,F6,M4, sixteen,16,SW,79.27,G,2,
 S.COARL2.16.10,F6,M4, sixteen,16,SW,79.22,G,2,
 S.COARL2.16.11,F6,M4, sixteen,16,SW,77.73,G,2,
 S.COARL2.16.12,F6,M4, sixteen,16,SW,78.6,G,2,
 S.COARL2.16.13,F6,M4, sixteen,16,SW,74.43,D,2,
 S.COARL2.16.14,F6,M4, sixteen,16,SW,70.22,D,2,
 S.COARL2.16.15,F6,M4, sixteen,16,SW,75.29,G,2,
 S.COARL2.16.16,F6,M4, sixteen,16,SW,76.26,G,2,
 S.COARL2.16.17,F6,M4, sixteen,16,SW,79.42,G,2,
 S.COARL2.16.18,F6,M4, sixteen,16,SW,75.47,G,2,
 S.COARL2.16.19,F6,M4, sixteen,16,SW,75.56,G,2,
 S.COARL2.16.20,F6,M4, sixteen,16,SW,76.52,G,2,
 S.COARL2.16.21,F6,M4, sixteen,16,SW,74.71,G,2,
 S.COARL2.16.22,F6,M4, sixteen,16,SW,74.46,G,2,
 S.COARL2.16.23,F6,M4, sixteen,16,SW,78.52,G,2,
 S.COARL2.16.24,F6,M4, sixteen,16,SW,80.96,G,2,
 S.COARL2.16.25,F6,M4, sixteen,16,SW,78.3,G,2,
 S.COARL2.16.26,F6,M4, sixteen,16,SW,76.67,G,2,
 S.COARL2.16.27,F6,M4, sixteen,16,SW,74.81,D,2,
 S.COARL2.16.28,F6,M4, sixteen,16,SW,75.52,G,2,
 S.COARL2.16.29,F6,M4, sixteen,16,SW,76.93,G,2,
 S.COARL2.16.30,F6,M4, sixteen,16,SW,79.11,G,2,
 S.COARL2.17.01,F6,M5, seventeen,17,SW,70.45,A,2,
 S.COARL2.17.02,F6,M5, seventeen,17,SW,74.01,E,2,
 S.COARL2.17.03,F6,M5, seventeen,17,SW,74.34,D,2,
 S.COARL2.17.04,F6,M5, seventeen,17,SW,73.99,E,2,
 S.COARL2.17.05,F6,M5, seventeen,17,SW,74.13,G,2,
 S.COARL2.17.06,F6,M5, seventeen,17,SW,70.87,G,2,
 S.COARL2.17.07,F6,M5, seventeen,17,SW,76.68,G,2,
 S.COARL2.17.08,F6,M5, seventeen,17,SW,74.41,G,2,
 S.COARL2.17.09,F6,M5, seventeen,17,SW,77.4,G,2,
 S.COARL2.17.10,F6,M5, seventeen,17,SW,74.27,E,2,
 S.COARL2.17.11,F6,M5, seventeen,17,SW,74.27,E,2,
 S.COARL2.17.12,F6,M5, seventeen,17,SW,74.37,G,2,
 S.COARL2.17.13,F6,M5, seventeen,17,SW,75.6,E,2,
 S.COARL2.17.14,F6,M5, seventeen,17,SW,77.65,A,2,
 S.COARL2.17.15,F6,M5, seventeen,17,SW,74.02,G,2,
 S.COARL2.17.16,F6,M5, seventeen,17,SW,75.86,G,2,
 S.COARL2.17.17,F6,M5, seventeen,17,SW,72.53,D,2,
 S.COARL2.17.18,F6,M5, seventeen,17,SW,73.36,G,2,
 S.COARL2.17.19,F6,M5, seventeen,17,SW,74.23,G,2,
 S.COARL2.17.20,F6,M5, seventeen,17,SW,73.15,E,2,
 S.COARL2.17.21,F6,M5, seventeen,17,SW,77.46,G,2,
 S.COARL2.17.22,F6,M5, seventeen,17,SW,76.63,G,2,
 S.COARL2.17.23,F6,M5, seventeen,17,SW,77.67,E,2,
 S.COARL2.17.24,F6,M5, seventeen,17,SW,74.42,E,2,
 S.COARL2.17.25,F6,M5, seventeen,17,SW,77.26,E,2,
 S.COARL2.17.26,F6,M5, seventeen,17,SW,73.43,E,2,
 S.COARL2.17.27,F6,M5, seventeen,17,SW,71.02,D,2,
 S.COARL2.17.28,F6,M5, seventeen,17,SW,75.44,G,2,
 S.COARL2.17.29,F6,M5, seventeen,17,SW,72.89,E,2,
 S.COARL2.17.30,F6,M5, seventeen,17,SW,,G,2,
 S.COARL2.18.01,F6,M6, eighteen,18,SW,76.09,G,2,
 S.COARL2.18.02,F6,M6, eighteen,18,SW,75.69,G,2,
 S.COARL2.18.03,F6,M6, eighteen,18,SW,77.65,G,2,
 S.COARL2.18.04,F6,M6, eighteen,18,SW,73.23,F,2,
 S.COARL2.18.05,F6,M6, eighteen,18,SW,79.14,G,2,
 S.COARL2.18.06,F6,M6, eighteen,18,SW,79.94,G,2,
 S.COARL2.18.07,F6,M6, eighteen,18,SW,77.52,G,2,
 S.COARL2.18.08,F6,M6, eighteen,18,SW,75.96,G,2,
 S.COARL2.18.09,F6,M6, eighteen,18,SW,79.11,G,2,
 S.COARL2.18.10,F6,M6, eighteen,18,SW,78.54,G,2,
 S.COARL2.18.11,F6,M6, eighteen,18,SW,75.9,G,2,
 S.COARL2.18.12,F6,M6, eighteen,18,SW,77.12,G,2,
 S.COARL2.18.13,F6,M6, eighteen,18,SW,75.47,G,2,
 S.COARL2.18.14,F6,M6, eighteen,18,SW,76.23,G,2,
 S.COARL2.18.15,F6,M6, eighteen,18,SW,77.53,G,2,
 S.COARL2.18.16,F6,M6, eighteen,18,SW,82.42,G,2,
 S.COARL2.18.17,F6,M6, eighteen,18,SW,80.82,G,2,
 S.COARL2.18.18,F6,M6, eighteen,18,SW,75.48,G,2,
 S.COARL2.18.19,F6,M6, eighteen,18,SW,75.02,G,2,
 S.COARL2.18.20,F6,M6, eighteen,18,SW,77,G,2,
 S.COARL2.18.21,F6,M6, eighteen,18,SW,78.15,G,2,
 S.COARL2.18.22,F6,M6, eighteen,18,SW,74.23,G,2,
 S.COARL2.18.23,F6,M6, eighteen,18,SW,78.54,G,2,
 S.COARL2.18.24,F6,M6, eighteen,18,SW,80,F,2,
 S.COARL2.18.25,F6,M6, eighteen,18,SW,77.74,G,2,
 S.COARL2.18.26,F6,M6, eighteen,18,SW,76.18,G,2,
 S.COARL2.18.27,F6,M6, eighteen,18,SW,76.16,G,2,
 S.COARL2.18.28,F6,M6, eighteen,18,SW,76.92,G,2,
 S.COARL2.18.29,F6,M6, eighteen,18,SW,75.87,G,2,
 S.COARL2.18.30,F6,M6, eighteen,18,SW,79.98,G,2,
 S.COARL2.19.01,F7,M4, nineteen,19,SW,72.09,B,2,
 S.COARL2.19.02,F7,M4, nineteen,19,SW,72.41,E,2,
 S.COARL2.19.03,F7,M4, nineteen,19,SW,81.86,E,2,
 S.COARL2.19.04,F7,M4, nineteen,19,SW,73.79,E,2,
 S.COARL2.19.05,F7,M4, nineteen,19,SW,71.37,G,2,
 S.COARL2.19.06,F7,M4, nineteen,19,SW,73.23,B,2,
 S.COARL2.19.07,F7,M4, nineteen,19,SW,65.68,F,2,
 S.COARL2.19.08,F7,M4, nineteen,19,SW,70.97,B,2,
 S.COARL2.19.09,F7,M4, nineteen,19,SW,71.26,E,2,
 S.COARL2.19.10,F7,M4, nineteen,19,SW,69.91,C,2,
 S.COARL2.19.11,F7,M4, nineteen,19,SW,77.65,G,2,
 S.COARL2.19.12,F7,M4, nineteen,19,SW,70.49,E,2,
 S.COARL2.19.13,F7,M4, nineteen,19,SW,67.54,G,2,
 S.COARL2.19.14,F7,M4, nineteen,19,SW,74.19,G,2,
 S.COARL2.19.15,F7,M4, nineteen,19,SW,73.99,E,2,
 S.COARL2.19.16,F7,M4, nineteen,19,SW,69.65,C,2,
 S.COARL2.19.17,F7,M4, nineteen,19,SW,71.69,C,2,
 S.COARL2.19.18,F7,M4, nineteen,19,SW,74,E,2,
 S.COARL2.19.19,F7,M4, nineteen,19,SW,67.96,C,2,
 S.COARL2.19.20,F7,M4, nineteen,19,SW,66.03,E,2,
 S.COARL2.19.21,F7,M4, nineteen,19,SW,62.49,G,2,
 S.COARL2.19.22,F7,M4, nineteen,19,SW,70.15,C,2,
 S.COARL2.19.23,F7,M4, nineteen,19,SW,73.4,C,2,
 S.COARL2.19.24,F7,M4, nineteen,19,SW,73.06,E,2,
 S.COARL2.19.25,F7,M4, nineteen,19,SW,67.47,C,2,
 S.COARL2.19.26,F7,M4, nineteen,19,SW,74.74,B,2,
 S.COARL2.19.27,F7,M4, nineteen,19,SW,72.34,E,2,
 S.COARL2.19.28,F7,M4, nineteen,19,SW,69.91,C,2,
 S.COARL2.19.29,F7,M4, nineteen,19,SW,75.87,E,2,
 S.COARL2.19.30,F7,M4, nineteen,19,SW,72.12,A,2,
 S.COARL2.20.01,F7,M5, twenty,20,SW,77.65,D,2,
 S.COARL2.20.02,F7,M5, twenty,20,SW,74,E,2,
 S.COARL2.20.03,F7,M5, twenty,20,SW,77,D,2,
 S.COARL2.20.04,F7,M5, twenty,20,SW,74.19,E,2,
 S.COARL2.20.05,F7,M5, twenty,20,SW,78.24,A,2,
 S.COARL2.20.06,F7,M5, twenty,20,SW,77.12,A,2,
 S.COARL2.20.07,F7,M5, twenty,20,SW,77.73,G,2,
 S.COARL2.20.08,F7,M5, twenty,20,SW,73.19,E,2,
 S.COARL2.20.09,F7,M5, twenty,20,SW,75.07,E,2,
 S.COARL2.20.10,F7,M5, twenty,20,SW,72.57,G,2,
 S.COARL2.20.11,F7,M5, twenty,20,SW,74.63,G,2,
 S.COARL2.20.12,F7,M5, twenty,20,SW,78.5,A,2,
 S.COARL2.20.13,F7,M5, twenty,20,SW,76.26,A,2,
 S.COARL2.20.14,F7,M5, twenty,20,SW,76.58,A,2,
 S.COARL2.20.15,F7,M5, twenty,20,SW,73.14,E,2,
 S.COARL2.20.16,F7,M5, twenty,20,SW,78.57,E,2,
 S.COARL2.20.17,F7,M5, twenty,20,SW,73.3,B,2,
 S.COARL2.20.18,F7,M5, twenty,20,SW,72.98,B,2,
 S.COARL2.20.19,F7,M5, twenty,20,SW,80.75,G,2,
 S.COARL2.20.20,F7,M5, twenty,20,SW,78.57,B,2,
 S.COARL2.20.21,F7,M5, twenty,20,SW,74.37,G,2,
 S.COARL2.20.22,F7,M5, twenty,20,SW,71.6,A,2,
 S.COARL2.20.23,F7,M5, twenty,20,SW,73.9,G,2,
 S.COARL2.20.24,F7,M5, twenty,20,SW,71.18,G,2,
 S.COARL2.20.25,F7,M5, twenty,20,SW,75.65,A,2,
 S.COARL2.20.26,F7,M5, twenty,20,SW,,B,2,
 S.COARL2.20.27,F7,M5, twenty,20,SW,,B,2,
 S.COARL2.20.28,F7,M5, twenty,20,SW,,G,2,
 S.COARL2.20.29,F7,M5, twenty,20,SW,,G,2,
 S.COARL2.20.30,F7,M5, twenty,20,SW,,E,2,
 S.COARL2.21.01,F7,M6,twenty one,21,SW,74.33,B,2,
 S.COARL2.21.02,F7,M6,twenty one,21,SW,73.04,E,2,
 S.COARL2.21.03,F7,M6,twenty one,21,SW,74.53,F,2,
 S.COARL2.21.04,F7,M6,twenty one,21,SW,66.79,B,2,
 S.COARL2.21.05,F7,M6,twenty one,21,SW,75.61,E,2,
 S.COARL2.21.06,F7,M6,twenty one,21,SW,74.32,E,2,
 S.COARL2.21.07,F7,M6,twenty one,21,SW,72.96,B,2,
 S.COARL2.21.08,F7,M6,twenty one,21,SW,78.44,E,2,
 S.COARL2.21.09,F7,M6,twenty one,21,SW,75.38,B,2,
 S.COARL2.21.10,F7,M6,twenty one,21,SW,75.94,A,2,
 S.COARL2.21.11,F7,M6,twenty one,21,SW,78.45,B,2,
 S.COARL2.21.12,F7,M6,twenty one,21,SW,75.41,E,2,
 S.COARL2.21.13,F7,M6,twenty one,21,SW,77.53,B,2,
 S.COARL2.21.14,F7,M6,twenty one,21,SW,76.69,B,2,
 S.COARL2.21.15,F7,M6,twenty one,21,SW,75.9,E,2,
 S.COARL2.21.16,F7,M6,twenty one,21,SW,76.8,E,2,
 S.COARL2.21.17,F7,M6,twenty one,21,SW,75.9,E,2,
 S.COARL2.21.18,F7,M6,twenty one,21,SW,69.97,E,2,
 S.COARL2.21.19,F7,M6,twenty one,21,SW,,B,2,
 S.COARL2.21.20,F7,M6,twenty one,21,SW,,B,2,
 S.COARL2.21.21,F7,M6,twenty one,21,SW,,F,2,
 S.COARL2.21.22,F7,M6,twenty one,21,SW,,E,2,
 S.COARL2.21.23,F7,M6,twenty one,21,SW,,E,2,
 S.COARL2.21.24,F7,M6,twenty one,21,SW,,B,2,
 S.COARL2.21.25,F7,M6,twenty one,21,SW,,B,2,
 S.COARL2.21.26,F7,M6,twenty one,21,SW,,G,2,
 S.COARL2.21.27,F7,M6,twenty one,21,SW,,B,2,
 S.COARL2.21.28,F7,M6,twenty one,21,SW,,B,2,
 S.COARL2.21.29,F7,M6,twenty one,21,SW,,E,2,
 S.COARL2.21.30,F7,M6,twenty one,21,SW,,G,2,
 S.COARL2.22.01,F7,M7,twenty two,22,SW,77.03,B,2,
 S.COARL2.22.02,F7,M7,twenty two,22,SW,76.01,D,2,
 S.COARL2.22.03,F7,M7,twenty two,22,SW,79.95,G,2,
 S.COARL2.22.04,F7,M7,twenty two,22,SW,74.9,G,2,
 S.COARL2.22.05,F7,M7,twenty two,22,SW,76.64,B,2,
 S.COARL2.22.06,F7,M7,twenty two,22,SW,77.68,D,2,
 S.COARL2.22.07,F7,M7,twenty two,22,SW,77.46,E,2,
 S.COARL2.22.08,F7,M7,twenty two,22,SW,74.76,C,2,
 S.COARL2.22.09,F7,M7,twenty two,22,SW,74.13,B,2,
 S.COARL2.22.10,F7,M7,twenty two,22,SW,76.59,B,2,
 S.COARL2.22.11,F7,M7,twenty two,22,SW,74.54,B,2,
 S.COARL2.22.12,F7,M7,twenty two,22,SW,65.52,B,2,
 S.COARL2.22.13,F7,M7,twenty two,22,SW,78.57,C,2,
 S.COARL2.22.14,F7,M7,twenty two,22,SW,74.84,G,2,
 S.COARL2.22.15,F7,M7,twenty two,22,SW,77.4,B,2,
 S.COARL2.22.16,F7,M7,twenty two,22,SW,73.48,B,2,
 S.COARL2.22.17,F7,M7,twenty two,22,SW,74.13,B,2,
 S.COARL2.22.18,F7,M7,twenty two,22,SW,69.5,B,2,
 S.COARL2.22.19,F7,M7,twenty two,22,SW,75.41,G,2,
 S.COARL2.22.20,F7,M7,twenty two,22,SW,74.42,G,2,
 S.COARL2.22.21,F7,M7,twenty two,22,SW,75.57,G,2,
 S.COARL2.22.22,F7,M7,twenty two,22,SW,78.38,G,2,
 S.COARL2.22.23,F7,M7,twenty two,22,SW,75.88,G,2,
 S.COARL2.22.24,F7,M7,twenty two,22,SW,74.56,G,2,
 S.COARL2.22.25,F7,M7,twenty two,22,SW,,G,2,
 S.COARL2.22.26,F7,M7,twenty two,22,SW,74.3,B,2,
 S.COARL2.22.27,F7,M7,twenty two,22,SW,73.43,B,2,
 S.COARL2.22.28,F7,M7,twenty two,22,SW,,E,2,
 S.COARL2.22.29,F7,M7,twenty two,22,SW,,C,2,
 S.COARL2.22.30,F7,M7,twenty two,22,SW,,A,2,
 S.COARL2.23.01,F8,M5,twenty three,23,SW,73.14,B,2,
 S.COARL2.23.02,F8,M5,twenty three,23,SW,73.87,G,2,
 S.COARL2.23.03,F8,M5,twenty three,23,SW,75.96,G,2,
 S.COARL2.23.04,F8,M5,twenty three,23,SW,73.53,B,2,
 S.COARL2.23.05,F8,M5,twenty three,23,SW,71.02,C,2,
 S.COARL2.23.06,F8,M5,twenty three,23,SW,73.18,B,2,
 S.COARL2.23.07,F8,M5,twenty three,23,SW,80.34,C,2,
 S.COARL2.23.08,F8,M5,twenty three,23,SW,70.35,C,2,
 S.COARL2.23.09,F8,M5,twenty three,23,SW,76.45,G,2,
 S.COARL2.23.10,F8,M5,twenty three,23,SW,77.25,G,2,
 S.COARL2.23.11,F8,M5,twenty three,23,SW,76.11,G,2,
 S.COARL2.23.12,F8,M5,twenty three,23,SW,73.42,B,2,
 S.COARL2.23.13,F8,M5,twenty three,23,SW,73.9,G,2,
 S.COARL2.23.14,F8,M5,twenty three,23,SW,67.52,C,2,
 S.COARL2.23.15,F8,M5,twenty three,23,SW,73.46,C,2,
 S.COARL2.23.16,F8,M5,twenty three,23,SW,75.38,G,2,
 S.COARL2.23.17,F8,M5,twenty three,23,SW,74.16,G,2,
 S.COARL2.23.18,F8,M5,twenty three,23,SW,72.61,B,2,
 S.COARL2.23.19,F8,M5,twenty three,23,SW,67.03,A,2,
 S.COARL2.23.20,F8,M5,twenty three,23,SW,72.99,D,2,
 S.COARL2.23.21,F8,M5,twenty three,23,SW,67,C,2,
 S.COARL2.23.22,F8,M5,twenty three,23,SW,72.65,C,2,
 S.COARL2.23.23,F8,M5,twenty three,23,SW,73.44,G,2,
 S.COARL2.23.24,F8,M5,twenty three,23,SW,68.86,D,2,
 S.COARL2.23.25,F8,M5,twenty three,23,SW,73.19,B,2,
 S.COARL2.23.26,F8,M5,twenty three,23,SW,72.76,B,2,
 S.COARL2.23.27,F8,M5,twenty three,23,SW,77.18,G,2,
 S.COARL2.23.28,F8,M5,twenty three,23,SW,75.61,C,2,
 S.COARL2.23.29,F8,M5,twenty three,23,SW,74.18,G,2,
 S.COARL2.23.30,F8,M5,twenty three,23,SW,70.79,C,2,
 S.COARL2.24.01,F8,M6,twenty four,24,SW,75.9,G,2,
 S.COARL2.24.02,F8,M6,twenty four,24,SW,76.76,D,2,
 S.COARL2.24.03,F8,M6,twenty four,24,SW,77.26,D,2,
 S.COARL2.24.04,F8,M6,twenty four,24,SW,78.55,G,2,
 S.COARL2.24.05,F8,M6,twenty four,24,SW,76.51,E,2,
 S.COARL2.24.06,F8,M6,twenty four,24,SW,75.45,E,2,
 S.COARL2.24.07,F8,M6,twenty four,24,SW,70.53,G,2,
 S.COARL2.24.08,F8,M6,twenty four,24,SW,74.74,G,2,
 S.COARL2.24.09,F8,M6,twenty four,24,SW,76.5,E,2,
 S.COARL2.24.10,F8,M6,twenty four,24,SW,74.69,G,2,
 S.COARL2.24.11,F8,M6,twenty four,24,SW,74.51,G,2,
 S.COARL2.24.12,F8,M6,twenty four,24,SW,78.2,E,2,
 S.COARL2.24.13,F8,M6,twenty four,24,SW,72.01,B,2,
 S.COARL2.24.14,F8,M6,twenty four,24,SW,78.3,B,2,
 S.COARL2.24.15,F8,M6,twenty four,24,SW,75.36,B,2,
 S.COARL2.24.16,F8,M6,twenty four,24,SW,74.81,B,2,
 S.COARL2.24.17,F8,M6,twenty four,24,SW,80.09,G,2,
 S.COARL2.24.18,F8,M6,twenty four,24,SW,76.1,G,2,
 S.COARL2.24.19,F8,M6,twenty four,24,SW,73.59,E,2,
 S.COARL2.24.20,F8,M6,twenty four,24,SW,78.43,E,2,
 S.COARL2.24.21,F8,M6,twenty four,24,SW,74.16,G,2,
 S.COARL2.24.22,F8,M6,twenty four,24,SW,75.13,G,2,
 S.COARL2.24.23,F8,M6,twenty four,24,SW,75.15,G,2,
 S.COARL2.24.24,F8,M6,twenty four,24,SW,78.97,E,2,
 S.COARL2.24.25,F8,M6,twenty four,24,SW,73.94,E,2,
 S.COARL2.24.26,F8,M6,twenty four,24,SW,73.46,E,2,
 S.COARL2.24.27,F8,M6,twenty four,24,SW,71.04,G,2,
 S.COARL2.24.28,F8,M6,twenty four,24,SW,74.01,G,2,
 S.COARL2.24.29,F8,M6,twenty four,24,SW,77.89,G,2,
 S.COARL2.24.30,F8,M6,twenty four,24,SW,78.8,B,2,
 S.COARL2.25.01,F8,M7,twenty five,25,SW,75.4,G,2,
 S.COARL2.25.02,F8,M7,twenty five,25,SW,74.89,E,2,
 S.COARL2.25.03,F8,M7,twenty five,25,SW,74.37,D,2,
 S.COARL2.25.04,F8,M7,twenty five,25,SW,75.05,D,2,
 S.COARL2.25.05,F8,M7,twenty five,25,SW,75.38,D,2,
 S.COARL2.25.06,F8,M7,twenty five,25,SW,78.68,G,2,
 S.COARL2.25.07,F8,M7,twenty five,25,SW,79.7,G,2,
 S.COARL2.25.08,F8,M7,twenty five,25,SW,74.55,D,2,
 S.COARL2.25.09,F8,M7,twenty five,25,SW,76.75,D,2,
 S.COARL2.25.10,F8,M7,twenty five,25,SW,78.07,D,2,
 S.COARL2.25.11,F8,M7,twenty five,25,SW,76.91,E,2,
 S.COARL2.25.12,F8,M7,twenty five,25,SW,74.55,E,2,
 S.COARL2.25.13,F8,M7,twenty five,25,SW,77.15,C,2,
 S.COARL2.25.14,F8,M7,twenty five,25,SW,77.23,G,2,
 S.COARL2.25.15,F8,M7,twenty five,25,SW,75.34,G,2,
 S.COARL2.25.16,F8,M7,twenty five,25,SW,80.25,G,2,
 S.COARL2.25.17,F8,M7,twenty five,25,SW,74.78,A,2,
 S.COARL2.25.18,F8,M7,twenty five,25,SW,79.36,E,2,
 S.COARL2.25.19,F8,M7,twenty five,25,SW,75.56,E,2,
 S.COARL2.25.20,F8,M7,twenty five,25,SW,77.15,D,2,
 S.COARL2.25.21,F8,M7,twenty five,25,SW,78.45,A,2,
 S.COARL2.25.22,F8,M7,twenty five,25,SW,79.08,G,2,
 S.COARL2.25.23,F8,M7,twenty five,25,SW,76.61,E,2,
 S.COARL2.25.24,F8,M7,twenty five,25,SW,75.94,E,2,
 S.COARL2.25.25,F8,M7,twenty five,25,SW,76.38,C,2,
 S.COARL2.25.26,F8,M7,twenty five,25,SW,77.45,E,2,
 S.COARL2.25.27,F8,M7,twenty five,25,SW,68.79,B,2,
 S.COARL2.25.28,F8,M7,twenty five,25,SW,70.25,A,2,
 S.COARL2.25.29,F8,M7,twenty five,25,SW,78.62,A,2,
 S.COARL2.25.30,F8,M7,twenty five,25,SW,76.61,E,2,
 S.COARL2.26.01,F8,M8,twenty six,26,SW,77.26,G,2,
 S.COARL2.26.02,F8,M8,twenty six,26,SW,76.54,G,2,
 S.COARL2.26.03,F8,M8,twenty six,26,SW,78.3,G,2,
 S.COARL2.26.04,F8,M8,twenty six,26,SW,62.82,A,2,
 S.COARL2.26.05,F8,M8,twenty six,26,SW,78.41,D,2,
 S.COARL2.26.06,F8,M8,twenty six,26,SW,77.5,G,2,
 S.COARL2.26.07,F8,M8,twenty six,26,SW,74.68,B,2,
 S.COARL2.26.08,F8,M8,twenty six,26,SW,80.37,G,2,
 S.COARL2.26.09,F8,M8,twenty six,26,SW,79.84,G,2,
 S.COARL2.26.10,F8,M8,twenty six,26,SW,80,G,2,
 S.COARL2.26.11,F8,M8,twenty six,26,SW,78.3,G,2,
 S.COARL2.26.12,F8,M8,twenty six,26,SW,74.84,G,2,
 S.COARL2.26.13,F8,M8,twenty six,26,SW,74.93,B,2,
 S.COARL2.26.14,F8,M8,twenty six,26,SW,80.15,G,2,
 S.COARL2.26.15,F8,M8,twenty six,26,SW,76.95,G,2,
 S.COARL2.26.16,F8,M8,twenty six,26,SW,79.87,E,2,
 S.COARL2.26.17,F8,M8,twenty six,26,SW,77.23,G,2,
 S.COARL2.26.18,F8,M8,twenty six,26,SW,60.67,B,2,
 S.COARL2.26.19,F8,M8,twenty six,26,SW,78.8,G,2,
 S.COARL2.26.20,F8,M8,twenty six,26,SW,80.55,G,2,
 S.COARL2.26.21,F8,M8,twenty six,26,SW,78.9,G,2,
 S.COARL2.26.22,F8,M8,twenty six,26,SW,80.51,G,2,
 S.COARL2.26.23,F8,M8,twenty six,26,SW,80.06,G,2,
 S.COARL2.26.24,F8,M8,twenty six,26,SW,76.9,G,2,
 S.COARL2.26.25,F8,M8,twenty six,26,SW,78.8,E,2,
 S.COARL2.26.26,F8,M8,twenty six,26,SW,71.94,G,2,
 S.COARL2.26.27,F8,M8,twenty six,26,SW,74.19,G,2,
 S.COARL2.26.28,F8,M8,twenty six,26,SW,73.48,E,2,
 S.COARL2.26.29,F8,M8,twenty six,26,SW,76.56,G,2,
 S.COARL2.26.30,F8,M8,twenty six,26,SW,80.79,G,2,
 S.COARL2.27.01,F9,M6,twenty seven,27,SW,74.23,G,2,
 S.COARL2.27.02,F9,M6,twenty seven,27,SW,78.2,A,2,
 S.COARL2.27.03,F9,M6,twenty seven,27,SW,71.29,A,2,
 S.COARL2.27.04,F9,M6,twenty seven,27,SW,72.49,G,2,
 S.COARL2.27.05,F9,M6,twenty seven,27,SW,76.57,B,2,
 S.COARL2.27.06,F9,M6,twenty seven,27,SW,74.69,G,2,
 S.COARL2.27.07,F9,M6,twenty seven,27,SW,70.16,G,2,
 S.COARL2.27.08,F9,M6,twenty seven,27,SW,80.04,B,2,
 S.COARL2.27.09,F9,M6,twenty seven,27,SW,72.45,G,2,
 S.COARL2.27.10,F9,M6,twenty seven,27,SW,62.22,B,2,
 S.COARL2.27.11,F9,M6,twenty seven,27,SW,80.01,G,2,
 S.COARL2.27.12,F9,M6,twenty seven,27,SW,75.38,G,2,
 S.COARL2.27.13,F9,M6,twenty seven,27,SW,79.16,G,2,
 S.COARL2.27.14,F9,M6,twenty seven,27,SW,78.84,A,2,
 S.COARL2.27.15,F9,M6,twenty seven,27,SW,68.24,G,2,
 S.COARL2.27.16,F9,M6,twenty seven,27,SW,75.88,B,2,
 S.COARL2.27.17,F9,M6,twenty seven,27,SW,79.38,E,2,
 S.COARL2.27.18,F9,M6,twenty seven,27,SW,75.13,E,2,
 S.COARL2.27.19,F9,M6,twenty seven,27,SW,80.35,G,2,
 S.COARL2.27.20,F9,M6,twenty seven,27,SW,76.6,D,2,
 S.COARL2.27.21,F9,M6,twenty seven,27,SW,74.61,D,2,
 S.COARL2.27.22,F9,M6,twenty seven,27,SW,74.07,G,2,
 S.COARL2.27.23,F9,M6,twenty seven,27,SW,71.7,D,2,
 S.COARL2.27.24,F9,M6,twenty seven,27,SW,78.15,A,2,
 S.COARL2.27.25,F9,M6,twenty seven,27,SW,73.99,A,2,
 S.COARL2.27.26,F9,M6,twenty seven,27,SW,73.4,G,2,
 S.COARL2.27.27,F9,M6,twenty seven,27,SW,78.45,C,2,
 S.COARL2.27.28,F9,M6,twenty seven,27,SW,72.89,D,2,
 S.COARL2.27.29,F9,M6,twenty seven,27,SW,74.61,B,2,
